Sitename,Site_code,Country,Site_type,Latitude,Longitude,Labcode,Layer/SU/UNIT/LOCUS,Yrs BP,STD,Mat,dc13,pottery,SEQUENCE,REFERENCE_C14,STRATIGRAPHY,
Djabarona,DABDOA,SUDAN,OpenAir,17.35,26.78,Hv13563,NA,9195,85,NA,,0,NA,,,
Djabarona,DABDOA,SUDAN,OpenAir,17.35,26.78,Hv13564,NA,7985,90,NA,,0,NA,,,
Djara_90/1,DJR90/1,EGYPT,OpenAir,27.29,29.72,KN4423,SURFACE 90/1,8620,90,CH,-25,0,NA,,,
Djara_90/1,DJR90/1,EGYPT,OpenAir,27.29,29.72,KN4422,Surface 90/1,7820,90,OES,-7.1,0,NA,,,
Djara_90/1-1,DJR90/1-1,EGYPT,OpenAir,27.29,29.72,HD16311,FIREPLACE,6786,49,CH,-21,0,NA,,,
Djara_90/1-1,DJR90/1-1,EGYPT,OpenAir,27.29,29.72,HD16313,FIREPLACE,6753,53,CH,-24,0,NA,,,
Djara_90/1-1,DJR90/1-1,EGYPT,OpenAir,27.29,29.72,KN4600,FIREPLACE,6685,90,CH,-25,0,NA,,,
Djara_90/1-1,DJR90/1-1,EGYPT,OpenAir,27.29,29.72,KN4601,FIREPLACE,6448,69,CH,-25,0,NA,,,
Djara_90/1-13,DJR90/1-13,EGYPT,OpenAir,27.29,29.72,Erl2872,STEINPLATZ,6713,75,HUM,-25.8,0,NA,,,
Djara_90/1-15,DJR90/1-15,EGYPT,OpenAir,27.29,29.72,KIA15960,STEINPLATZ,7040,50,CH,-23.6,0,NA,,,
Djara_90/1-2,DJR90/1-2,EGYPT,OpenAir,27.29,29.72,KN4602,Fireplace 90/1-2,7588,82,CH,-25,0,NA,,,
Djara_90/1-2,DJR90/1-2,EGYPT,OpenAir,27.29,29.72,KN4603,Fireplace,7421,74,CH,-25,0,NA,,,
Djara_90/1-3,DJR90/1-3,EGYPT,Cave,27.29,29.72,KIA12422,Ashy layer 90/1-3,8055,60,CH,-25.4,0,NA,,,
Djara_90/1-3,DJR90/1-3,EGYPT,Cave,27.29,29.72,Erl2863,NA,7303,109,CH,-6.3,0,NA,,,
Djara_90/1-6,DJR90/1-6,EGYPT,OpenAir,27.29,29.72,UtC9460,Fireplace 90/1-6,7913,43,OES,-3.1,0,NA,,,
Djara_90/1-6,DJR90/1-6,EGYPT,OpenAir,27.29,29.72,Erl2859,FIREPLACE,6696,94,CH,-25.9,0,NA,,,
Djara_90/1-8,DJR90/1-8,EGYPT,OpenAir,27.29,29.72,UtC9463,STEINPLATZ,6959,46,CH,-17.2,0,NA,,,
Djara_90/1-8,DJR90/1-8,EGYPT,OpenAir,27.29,29.72,Erl2860,STEINPLATZ,6406,105,CH,-27.2,0,NA,,,
Djara_98/20-1,DJR98/20-1,EGYPT,OpenAir,27.29,29.72,UtC9465,SURFACE,6430,50,OES,-7,0,NA,,,
Djara_98/20-6,DJR98/20-6,EGYPT,OpenAir,27.29,29.72,KIA16645,STEINPLATZ,6365,30,NA,-29.9,0,NA,,,
Djara_90/1,DJR90/1,EGYPT,OpenAir,27.29,29.72,KN4326,SURFACE,7260,80,OES,-25.3,0,NA,,,
Djara_90/1-10,DJR90/1-10,EGYPT,OpenAir,27.29,29.72,KIA16644,STEINPLATZ,6885,30,NA,-42.4,0,NA,,,
Djara_90/1-13,DJR90/1-13,EGYPT,OpenAir,27.29,29.72,Erl2862,STEINPLATZ,7215,81,CH,-25.8,0,NA,,,
Djara_90/1-6,DJR90/1-6,EGYPT,OpenAir,27.29,29.72,UtC9462,STEINPLATZ,6900,50,CH,-26.1,0,NA,,,
Djara_98/20-3,DJR98/20-3,EGYPT,OpenAir,27.29,29.72,UtC9464,Steinplatz98/20-3,7500,60,CH,-26.6,0,NA,,,
Djebel_Kamil,DEBKME,EGYPT,OpenAir,22.02,26.1,KN3175,NA,7140,160,CH,,0,NA,Kuper 1993,,
Djebel_Quoquin,DEBQOE,LIBYA,OpenAir,25.75,19.17,Hv7374,HEARTH,6535,175,CH,,0,NA,,,
Dogonboulo,DGODOG,NIGER,OpenAir,18.3,11.57,S4112,NA,10620,390,CH,,0,NA,,,
Dogonboulo,DGODOG,NIGER,OpenAir,18.3,11.57,S4120,NA,8770,170,CH,,0,NA,,,
Dogonboulo,DGODOG,NIGER,OpenAir,18.3,11.57,Hv14021,NA,7655,225,CH,,0,NA,,,
Dogonboulo,DGODOG,NIGER,OpenAir,18.3,11.57,Hv14020,NA,7125,290,CH,,0,NA,,,
Dogonboulo,DGODOG,NIGER,OpenAir,18.3,11.57,Hv14022,NA,7010,180,CH,,0,NA,,,
Dogonboulo,DGODOG,NIGER,OpenAir,18.3,11.57,S4116,NA,6850,250,CH,,1,NA,Roset 1983,,
Dungal,DNGDGN,EGYPT,OpenAir,23.33,31.52,WSU316,HEARTH,7900,150,CH,,0,NA,,,
Dykearea,DKEDRK,EGYPT,OpenAir,23.5,29.83,SMU242,NA,7150,130,CH,,1,NA,Wendorf 1977,,
Eastpans_95/1,ESTPNS95/1,EGYPT,OpenAir,24.76,29.2,UtC5582,BottomLayer,7820,50,CH,-25.8,1,NA,,,
Eastpans_95/1,ESTPNS95/1,EGYPT,OpenAir,24.76,29.2,UtC5459,BottomLayer,7752,48,CH,-26.6,1,NA,,,
Eastpans_95/1,ESTPNS95/1,EGYPT,OpenAir,24.76,29.2,UtC5623,BottomLayer,7750,150,CH,-25,1,NA,,,
Eastpans_95/1,ESTPNS95/1,EGYPT,OpenAir,24.76,29.2,UtC5585,TopLayer,7529,48,CH,-26.3,1,NA,,,
Eastpans_96/6,ESTPNS96/6,EGYPT,OpenAir,24.76,29.2,KN5223,SURFACE,8350,55,OES,-0.89,0,NA,,,
Eki_Kowmei,EIKWM,CHAD,OpenAir,22.83,16.67,BONN1973,NA,6860,220,CH,,1,NA,Garcea 1993,,
El_Qalaa,EQAL,SUDAN,Openair,15.97,32.59,Rom257,EQAL_NA,6220,80,MLC_FW,,1,NA,Caneva et al. 1994,,
El_Arag,EARG,EGYPT,OpenAir,28.83,26.17,WSU1691,NA,6520,105,CH,,0,NA,Close AE 1980,,
EL_BAHR_Playa,ELBHRPLY,EGYPT,OpenAir,27.05,27.95,R1902,AREA2_HEARTH_H/2C-1,8080,70,CH,,0,NA,,,
EL_BAHR_Playa,ELBHRPLY,EGYPT,OpenAir,27.05,27.95,R2234,AREA2_HEARTH_H/2A,7725,60,CH,,0,NA,,,
EL_BAHR_Playa,ELBHRPLY,EGYPT,OpenAir,27.05,27.95,GD19104,STEIPLATZ_H5/2,7170,140,CH,,0,NA,,,
EL_BAHR_Playa,ELBHRPLY,EGYPT,OpenAir,27.05,27.95,R2231,STEIPLATZ_H4D,6550,75,CH,,0,NA,,,
EL_BAHR_Playa,ELBHRPLY,EGYPT,OpenAir,27.05,27.95,GDA940,STEIPLATZH5R,6540,40,CH,,0,NA,,,
EL_BAHR_Playa,ELBHRPLY,EGYPT,OpenAir,27.05,27.95,GD9520,STEIPLATZH4D5,6380,140,CH,,0,NA,,,
EL_BAHR_Playa,ELBHRPLY,EGYPT,OpenAir,27.05,27.95,R2235,STEIPLATZH5A,6160,100,CH,,1,NA,,,
EL_BAHR_Playa,ELBHRPLY,EGYPT,OpenAir,27.05,27.95,R2232,STEIPLATZH5C,6050,75,CH,,1,NA,,,
El_Balaad,E79-5,EGYPT,OpenAir,22.77,30.28,SMU761a,NA,8270,190,CH,,0,NA,Connor 1984,,
El_Barga,EBRG,SUDAN,,19.614,30.489,ETH27205,SURFACE,8730,70,OES,,1,NA,,,
El_Barga,EBRG,SUDAN,,19.614,30.489,ETH27610,L2/HUTFLOOR,8360,60,CH,,1,NA,,,
El_Barga,EBRG,SUDAN,,19.614,30.489,ETH25503,L1/HUTFLOOR,8340,65,CH,,1,NA,,,
El_Barga,EBRG,SUDAN,,19.614,30.489,ETH31780,HUTFLOORNA(A),8310,65,OES,,1,NA,,,
El_Barga,EBRG,SUDAN,,19.614,30.489,ETH35678,HUTFLOORNA(B),8205,50,OES,,1,NA,,,
El_Barga,EBRG,SUDAN,,19.614,30.489,ETH27204,L4/HUTFLOOR,8190,70,CH,,1,NA,,,
El_Barga,EBRG,SUDAN,,19.614,30.489,ETH31779,HUTFLOORNA(C),8180,65,OES,,1,NA,,,
El_Bayed,EBBY ,ALGERIA,OpenAir,28.5,5.97,Mc152,NA(A),7300,200,CH,,1,NA,Roubet 1971:567, Camps et al. 1973:88,
El_Bayed,EBBY ,ALGERIA,OpenAir,28.5,5.97,Gif1931,NA(A),7250,100,CH,,1,NA,Roubet 1971,,
El_Beida,EBIDA,ALGERIA,OpenAir,28.5,5.97,Gif1821,NA,7100,180,CH,,0,NA,,,
El_Beyyed,EBYYD,MAURITANIA,GEO?,21.58,-11.3,Dak16,NA,7852,200,CH,,0,NA,,,
El_Damer,EDMR,SUDAN,OpenAir,17.58,33.97,T-7485,Level1,8390,50,MLC_FW,"-6,0",1,7,Haaland & Magid 1995 ,mu[Level8]>mu[Level7-8]>mu[Level5]>mu[Level4]>mu[Level3]>mu[Level2-3]&mu[Level2],
El_Damer,EDMR,SUDAN,OpenAir,17.58,33.97,T-9698,Level4,8040,100,MLC_FW,"5,5",1,4,Haaland & Magid 1995 ,mu[Level8]>mu[Level7-8]>mu[Level5]>mu[Level4]>mu[Level3]>mu[Level2-3]&mu[Level2],
El_Damer,EDMR,SUDAN,OpenAir,17.58,33.97,T-8640,Level3,8010,100,MLC_FW,"-1,9",1,5,Haaland & Magid 1995 ,mu[Level8]>mu[Level7-8]>mu[Level5]>mu[Level4]>mu[Level3]>mu[Level2-3]&mu[Level2],
El_Damer,EDMR,SUDAN,OpenAir,17.58,33.97,T-8637,Level7-8,7970,90,MLC_FW,"-0,6",1,2,Haaland & Magid 1995 ,mu[Level8]>mu[Level7-8]>mu[Level5]>mu[Level4]>mu[Level3]>mu[Level2-3]&mu[Level2],
El_Damer,EDMR,SUDAN,OpenAir,17.58,33.97,T-8633,Level8,7920,100,MLC_FW,"-0,6",1,1,Haaland & Magid 1995 ,mu[Level8]>mu[Level7-8]>mu[Level5]>mu[Level4]>mu[Level3]>mu[Level2-3]&mu[Level2],
El_Damer,EDMR,SUDAN,OpenAir,17.58,33.97,T-9689,Level4,7910,100,MLC_FW,"7,6",1,4,Haaland & Magid 1995 ,mu[Level8]>mu[Level7-8]>mu[Level5]>mu[Level4]>mu[Level3]>mu[Level2-3]&mu[Level2],
El_Damer,EDMR,SUDAN,OpenAir,17.58,33.97,T-8632,Level3,7860,100,MLC_FW,"-0,3",1,5,Haaland & Magid 1995 ,mu[Level8]>mu[Level7-8]>mu[Level5]>mu[Level4]>mu[Level3]>mu[Level2-3]&mu[Level2],
El_Damer,EDMR,SUDAN,OpenAir,17.58,33.97,T-8634,Level4,7850,100,MLC_FW,"-1,9",1,4,Haaland & Magid 1995 ,mu[Level8]>mu[Level7-8]>mu[Level5]>mu[Level4]>mu[Level3]>mu[Level2-3]&mu[Level2],
El_Damer,EDMR,SUDAN,OpenAir,17.58,33.97,T-8639,Level4,7820,100,MLC_FW,"-2,5",1,4,Haaland & Magid 1995 ,mu[Level8]>mu[Level7-8]>mu[Level5]>mu[Level4]>mu[Level3]>mu[Level2-3]&mu[Level2],
El_Damer,EDMR,SUDAN,OpenAir,17.58,33.97,T-8638,Level5,7780,100,MLC_FW,"-3,3",1,3,Haaland & Magid 1995 ,mu[Level8]>mu[Level7-8]>mu[Level5]>mu[Level4]>mu[Level3]>mu[Level2-3]&mu[Level2],
El_Damer,EDMR,SUDAN,OpenAir,17.58,33.97,T-7484,Level2-3,7690,100,MLC_FW,"-6,5",1,6,Haaland & Magid 1995 ,mu[Level8]>mu[Level7-8]>mu[Level5]>mu[Level4]>mu[Level3]>mu[Level2-3]&mu[Level2],
El_Damer,EDMR,SUDAN,OpenAir,17.58,33.97,T-8635,Level2,7580,100,MLC_FW,"-8,5",1,6,Haaland & Magid 1995 ,mu[Level8]>mu[Level7-8]>mu[Level5]>mu[Level4]>mu[Level3]>mu[Level2-3]&mu[Level2],
El_Damer,EDMR,SUDAN,OpenAir,17.58,33.97,T-8631,Level3,7260,100,MLC_FW,"-5,9",1,5,Haaland & Magid 1995 ,mu[Level8]>mu[Level7-8]>mu[Level5]>mu[Level4]>mu[Level3]>mu[Level2-3]&mu[Level2],
El_Feel_E79-6,E79-6,EGYPT,OpenAir,22.48,29.92,SMU749,20CM,7170,80,CH,,1,NA,,,
El_Feel_E79-7,E79-7,EGYPT,OpenAir,22.48,29.92,SMU1224,TRENCH2,7360,200,CH,,1,NA,,,
El_Golea,EGGL ,ALGERIA,OpenAir,30.7,2.88,Hv5619,NA,7535,475,CH,,0,NA,,,
El_Hadjar,EHDJ ,ALGERIA,OpenAir,31.53,4.78,Mc527,NA,7925,130,OES,,0,NA,Aumassip 1986,,
El_Hadjar,EHDJ ,ALGERIA,OpenAir,31.53,4.78,Gif880,NA,7300,100,CH,,0,NA,Aumassip 1986,,
El_Hadjar,EHDJ ,ALGERIA,OpenAir,31.53,4.78,Mc398,NA,6670,100,OES,,0,NA,Aumassip 1986,,
El_Hadjar_(site_6701),EHDJ6701,ALGERIA,OpenAir,31.53,4.78,GF3407,NA,6200,100,OES,,0,NA,Aumassip 1986,,
El_Hadjar_(site_6709),EHDJ6709,ALGERIA,OpenAir,32.03,5.25,Gif3413,NA,7560,170,OES,,0,NA,Aumassip 1986,,
El_Hadjar_demantele,EHDJDMTL,ALGERIA,OpenAir,31.53,4.78,Mc400,NA,8050,100,OES,,0,NA,Aumassip 1986,,
El_Haiz_Bahari,EHZBA ,EGYPT,OpenAir,27.83,28.5,WSU1868,NA,6940,140,CH,,0,NA,,,
El_Haiz_Bahari,EHZBA ,EGYPT,OpenAir,27.83,28.5,WSU1844,NA,6490,105,CH,,0,NA,,,
El_Hamraea,EHHA ,ALGERIA,OpenAir,32.13,5.25,Gif3412,NA,7070,170,OES,,0,NA,Aumassip 1986,,
El_Haouita_terrasse,E HHA ,ALGERIA,OpenAir,33.68,2.18,ALG28,NA,8220,820,NA,,0,NA,,,
El_Kab_1,EKKB1,EGYPT,OpenAir,25.17,32.83,Lv393,NA,8340,160,CH,,0,NA,,,
El_Kab_1,EKKB1,EGYPT,OpenAir,25.17,32.83,Lv464,NA,7990,150,CH,,0,NA,,,
El_Kab_1,EKKB1,EGYPT,OpenAir,25.17,32.83,Lv465,NA,7930,160,CH,,0,NA,,,
El_Kab_2,EKKB2,EGYPT,OpenAir,25.13,32.78,GrN7188c,NA,8095,75,CH,,0,NA,,,
El_Kab_2,EKKB2,EGYPT,OpenAir,25.13,32.78,GrN7190,NA,7885,50,CH,,0,NA,,,
El_Kab_3,EKKB3,EGYPT,OpenAir,25.13,32.78,GrN7189c,NA,8090,75,CH,,0,NA,,,
El_Kortein_E77-3,KRTE773,EGYPT,OpenAir,22.75,30.75,SMU416,PIT1,8840,90,CH,,1,NA,Wendorf and Schild 1980: Wendorf and Hassan 1980,,
El_Kortein_E77-5,KRTE775,EGYPT,OpenAir,22.75,30.75,SMU462,CENTRALHEARTH,7530,180,CH,,1,NA,Wendorf and Schild 1980: Wendorf and Hassan 1980,,
El_Kortein_E77-5A,KRTE775A,EGYPT,OpenAir,22.75,30.75,SMU470,HEARTH,7230,100,CH,,1,NA,Wendorf and Schild 1980: Wendorf and Hassan 1980,,
El_Qalaa,EQAL,SUDAN,OpenAir,15.97,32.59,T6656,EQAL_NA,6620,90,MLC_FW,,1,NA,Caneva et al. 1993,,
Enneri_Bardague,ENNBRDG,CHAD,OpenAir,22.55,16.65,BONN1973,NA,6860,220,CH,,1,NA,,,
Enneri_Bardague,ENNBRDG,CHAD,OpenAir,22.55,16.65,Hv2773,NA,6435,225,NA,,1,NA,Gabriel 1981,,
Enneri_Bardague_D,ENNBRDGD,CHAD,OpenAir,22.86,16.66,Hv2775,NA,7455,180,FAUNA,,1,NA,Gabriel 1981,,
Enneri_Bardague_FUN,ENNBRDGFUN,CHAD,OpenAir,22.66,16.75,Hv2195,INHUMATION,6930,370,HUM,,0,NA,Gabriel 1981,,
Enneri_Tihai,ENETHN,CHAD,OpenAir,23.67,19.33,Hv4803,NA,6855,185,CH,,0,NA,,,
Erg_Chech,EGECH,MALI,OpenAir,22.8,-7.27,II1714,PALEOSOL,6470,190,SOIL,,0,NA,,,
Erg_Ennedi,EGENND,SUDAN,OpenAir,17.97,25.65,KN5221,NA,5885,55,CH,,1,NA,,,
Esna,ENAESN,EGYPT,OpenAir,25.37,32.48,I3428,NA,10400,100,CH,,0,NA,,,
Fachi,FCHFCC,NIGER,GEO,18.12,11.62,Gif285,NA,8500,350,MLC_FW,,0,NA,,,
Farafra,FRAFFR,EGYPT,OpenAir,27.22,25.92,SMU654,NA,7310,60,CH,,0,NA,,,
Fayum,FYUM,EGYPT,OpenAir,29.5,30.5,Gd709,NA,8835,890,NA,,0,NA,,,
Fayum,FYUM,EGYPT,OpenAir,29.5,30.5,I4128,NA,8100,100,CH,,0,NA,,,
Fayum,FYUM,EGYPT,OpenAir,29.5,30.5,I4126,NA,8070,100,CH,,0,NA,,,
Fayum,FYUM,EGYPT,OpenAir,29.5,30.5,I4130,NA,7500,100,CH,,0,NA,,,
Fayum,FYUM,EGYPT,OpenAir,29.5,30.5,B1n2336,NA,7440,60,CH,,0,NA,,,
Fayum,FYUM,EGYPT,OpenAir,29.5,30.5,I4129,NA,7140,100,MLC_FW,,0,NA,,,
Fayum_FS2,FYUMFS2,EGYPT,OpenAir,29.33,30.5,Beta4871,NA,8220,105,CH,,0,NA,,,
Fayum_FS2,FYUMFS2,EGYPT,OpenAir,29.33,30.5,Beta4872,NA,7720,70,CH,,0,NA,,,
Fayum_FS2,FYUMFS2,EGYPT,OpenAir,29.33,30.5,Beta4180,NA,7600,70,HUM,,0,NA,,,
Fayum_pit_59,FYUM59,EGYPT,OpenAir,29.5,30.5,C550/1,NA,6391,180,SEEDS,,0,NA,,,
Fezzan_sud,FZZFDZ,EGYPT,OpenAir,26.5,13.28,H2937-24,NA,9340,85,CH,,0,NA,,,
Foum_el_Alba,FOUMAL,MALI,OpenAir,20.58,-3.83,Gif5811,NA,7450,130,MLC_FW,,1,NA,,,
Foum_el_Alba,FOUMAL,MALI,OpenAir,20.58,-3.83,UQ367,NA,7050,80,MLC_FW,,1,NA,,,
Foum_el_Alba,FOUMAL,MALI,OpenAir,20.58,-3.83,Gif5810,NA,6990,130,MLC_FW,,1,NA,,,
Fozzigiaren,FZG,LIBYA,RS,24.83,10.42,GX23044,L18,8900,170,CH,,1,1,di Lernia and Garcea forthcoming,mu[L18]>mu[L16]>mu[L1],
Fozzigiaren,FZG,LIBYA,RS,24.83,10.42,GX23039,L1,8590,125,CH,,1,6,di Lernia and Garcea forthcoming,mu[L18]>mu[L16]>mu[L1],
Fozzigiaren,FZG,LIBYA,RS,24.83,10.42,GX23042,L16,8540,120,CH,,1,3,di Lernia and Garcea forthcoming,mu[L18]>mu[L16]>mu[L1],
Fozzigiaren,FZG,LIBYA,RS,24.83,10.42,65Pi,NA,8070,100,CH,,1,NA,di Lernia and Garcea forthcoming,,
Fozzigiaren,FZG,LIBYA,RS,24.83,10.42,x66,NA,7900,100,CH,,1,NA,di Lernia and Garcea forthcoming,,
Gabrong,GBR,CHAD,RS,21.5,17.12,Hv3715,NA(a),8560,120,CH,,1,NA,Gabriel,,
Gabrong,GBR,CHAD,RS,21.5,17.12,Hv2748,Lower Level,8065,100,CH,,1,NA,Gabriel,,
Gabrong,GBR,CHAD,RS,21.5,17.12,Hv3709,NA,6130,90,CH,,1,NA,Gabriel,,
Gara_Siwa75/27,GRASW75/27,EGYPT,OpenAir,29.67,26.5,SMU300,NA,8219,72,OES,,0,NA,Close AE 1980,,
Glass_Area,GLS,EGYPT,OpenAir,25.23,25.87,KN3878,NA,6950,180,NA,,1,NA,,,
Glass_Area,GLS,EGYPT,OpenAir,25.23,25.87,KN4026,NA,6480,80,NA,,1,NA,,,
Glass_Area,GLS,EGYPT,OpenAir,25.23,25.87,KN4028,NA,6470,70,NA,,1,NA,,,
Glass_Area_81/61,GLS81/61,EGYPT,OpenAir,25.23,25.87,UtC8452,NA,6409,43,CER_VEG,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-698,NA,8820,40,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-587,NA,8640,40,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-590,NA,8620,40,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-542,NA,8570,40,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-583,G3B8/HUM,8470,40,HUM,-5.35,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-582,NA,8420,40,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-544,NA,8330,40,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-546,NA,8220,40,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-539,G1/G2(GA107),8150,40,CER_VEG,-20.4,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-535,G3B8/L1,8060,40,CER_VEG,-14.7,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-695,NA,7850,50,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-687,NA,7810,40,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-688,NA,7720,40,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-682,NA,7700,40,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-694,NA,7690,50,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-538,G3B3/L1,7570,40,CER_VEG,15.17,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-683,NA,7480,40,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-595,NA,7390,40,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-691,NA,7210,40,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,UCIAMS35937,NA,6650,20,NA,,1,NA,,,
Gobero,GOBR,NIGER,OpenAir,16.92,9.496,P-538,NA,6170,40,NA,,1,NA,Caneva et al. 1993,,
Great_Sand_Sea_LOBO_81/55-1,LOBO81/55-1,EGYPT,OpenAir,25.12,25.62,KN3186,NA,8650,80,CH,,1,NA,Kuper 1989 (poznan),,
Great_Sand_Sea_Willmans_camp_81/61,GEASDEWC_81/62,EGYPT,OpenAir,25.23,25.87,KN3102,NA,8860,100,CH,,0,NA,,,
Great_Sand_Sea_Willmans_camp_81/61,GEASDEWC_81/62,EGYPT,OpenAir,25.23,25.87,KN3395b,NA,8490,100,CH,,0,NA,,,
Great_Sand_Sea_Willmans_camp_81/61,GEASDEWC_81/62,EGYPT,OpenAir,25.23,25.87,KN3395,NA,8200,100,CH,,0,NA,,,
Great_Sand_Sea_Willmans_camp_81/61,GEASDEWC_81/62,EGYPT,OpenAir,25.23,25.87,KN3197,NA,6410,65,OES,,1,NA,,,
Hassi_el_Abiod,HSSABD,MALI,OpenAir,19.12,-3.93,Gif5495,NA,6970,130,FAUNA_FS,,1,NA,,,
Hassi_el_Abiod_MK40,HSSABDMK40,MALI,OpenAir,19.17,-3.92,PA1058,NA,6795,200,HUM,,1,NA,,,
Hassi_Mouillah,HSSMIS,ALGERIA,OpenAir,32.13,5.12,Mc150,NA,8600,150,OES,,0,NA,,,
Hassi_Mouillah,HSSMIS,ALGERIA,OpenAir,32.13,5.12,Bor110,NA,7890,680,CH,,0,NA,,,
Hassi_Mouillah,HSSMIS,ALGERIA,OpenAir,32.13,5.12,Gif1195,NA,7650,100,OES,,0,NA,,,
Hassi_Mouillah,HSSMIS,ALGERIA,OpenAir,32.13,5.12,Bor112,NA,6570,560,CH,,0,NA,,,
Hatiet_Um_El_Hiyus_Siwa75/32,HTIH_SW75/32,EGYPT,OpenAir,29.42,25.83,WSU1674,NA,8570,110,CH,,0,NA,"Close AE (1980). “Current research and recent radiocarbon dates from Northern Africa.” The Journal of African History, 21(2), 145-167. ISSN 0021-8537:Hassan FA (1978). “Archaeological Explorations of the Siwa Oasis Region, Egypt.” Current Anthropology, 19(1), 146-148. ISSN 00113204; Petit-Maire N, Page N, Laforest P (????). “World Data Center A-Paleoclimatology. The Sahara in the Holocene.” ftp://ftp.ncdc.noaa.gov/pub/data/paleo/radiocarbon/sahara.txt.",,
Hatiet_Um_El_Hiyus_Siwa75/32,HTIH_SW75/32,EGYPT,OpenAir,29.42,25.83,SMU281,NA,8119,64,OES,,0,NA,"Close AE (1980). “Current research and recent radiocarbon dates from Northern Africa.” The Journal of African History, 21(2), 145-167. ISSN 0021-8537:Hassan FA (1978). “Archaeological Explorations of the Siwa Oasis Region, Egypt.” Current Anthropology, 19(1), 146-148. ISSN 00113204; Petit-Maire N, Page N, Laforest P (????). “World Data Center A-Paleoclimatology. The Sahara in the Holocene.” ftp://ftp.ncdc.noaa.gov/pub/data/paleo/radiocarbon/sahara.txt.",,
Hatiet_Um_El_Hiyus_Siwa75/32,HTIH_SW75/32,EGYPT,OpenAir,29.42,25.83,WSU1697,NA,7980,160,OES,,0,NA,"Close AE (1980). “Current research and recent radiocarbon dates from Northern Africa.” The Journal of African History, 21(2), 145-167. ISSN 0021-8537:Hassan FA (1978). “Archaeological Explorations of the Siwa Oasis Region, Egypt.” Current Anthropology, 19(1), 146-148. ISSN 00113204; Petit-Maire N, Page N, Laforest P (????). “World Data Center A-Paleoclimatology. The Sahara in the Holocene.” ftp://ftp.ncdc.noaa.gov/pub/data/paleo/radiocarbon/sahara.txt.",,
Hidden_Valley_SOUTH,HDDVS,EGYPT,OpenAir,27.05,27.96,R2645,A/IV_L3_HF1B,7630,90,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2459,G/4B_L3,7894,127,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2469,E/2B_L3,7670,63,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2470,TEST3_L1,7622,75,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2468,E/2B_L3A,7614,60,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2458,I/3_L3,7411,65,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2644,A/1B_L3,7387,120,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2640,E/2A_L3A,7380,200,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2460,L/4_L1,7367,47,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2236,HUT1_90/91_L3,7320,110,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDA373,TESTXI,7290,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2471,G/4A_L3,7274,64,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2483,I/3_L3,7273,74,CH,,0,NA,,,
