Sitename,Site_code,Country,Site_type,Latitude,Longitude,Labcode,Layer/SU/UNIT/LOCUS,Yrs BP,STD,Mat,dc13,pottery,SEQUENCE,REFERENCE_C14,STRATIGRAPHY,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2456,G/4B_L3A,7251,67,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2457,G/4A_L3A/3,7236,40,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDA374,TESTXI,7190,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2481,F/1D_L3,7187,89,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD12895,B/4D_L2A,7170,85,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2482,G/4A_L2/3A,7160,79,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD11221,A/3B_L2A,7160,60,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD10505,F/1_L2A,7130,100,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDA938,TEST3_L1,7110,50,SEEDS,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDS271,A/1A_L2A,7110,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD9518,A/3B_L3,7110,140,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDA195,I/2,7105,40,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD12614,E/1d_L3,7095,85,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD17260,D/2_L2A,7040,220,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD11279,E/3_L2A,7040,90,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD11277,E/3,7030,70,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD12617,E/1d_L3,7020,85,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDS265,A/4A,7010,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDA371,TESTIVB,7010,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDA372,TESTIVB,7000,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDS267,A/4C_L3,6990,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD7715,A/3C,6980,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDS268,E/CORRIDOR8,6960,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDS261,A/4B_L3,6950,60,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDS269,A/1C_L2A,6950,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD11281,F/1,6930,60,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDS266,A/4B_L2A,6910,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDA939,G/4A_L2A,6900,40,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDS262,E/CORRIDOR,6890,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD19107,STEINPLATZ_H6-2,6880,110,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD12620,D/2_D,6860,60,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDS263,E/2B_L2ABASE,6840,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDS264,E/2B_L2A,6820,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2642,F/4A_L2,6813,85,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD11222,A/3_L2A,6810,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDA937,F/1_L2,6770,40,SEEDS,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDS260,I/2D,6750,95,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD7820,F/1,6710,40,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,R2643,F/4B_L2A,6708,140,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD7819,F/1_L2,6700,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GDS270,E_L2,6690,50,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD16253,TESTIVA,6670,180,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD7716,SQRA_SURFACE,6630,40,OES,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD12896,B/4C_L2,6570,55,CH,,0,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD9516,A/3_L3,6320,150,CH,,1,NA,,,
Hidden_Valley_Village,HDDVV,EGYPT,OpenAir,27.05,27.96,GD9629,E3/_L1,6190,270,CH,,1,NA,,,
In_Kousamene,I_KKE_AZ20,MALI,OpenAir,20.67,-0.6,UQ,NA,7980,70,SOIL,,1,NA,Jesse 2003, Raimbault 1994:795,
In_Sakane_AZ22,ISKN_AZ22,MALI,OpenAir,20.6,-0.85,Gif5228,HEARTH,6340,130,CH,,1,NA,,,
In_Sakane_AZ32,ISKN_AZ32,MALI,OpenAir,20.6,-0.85,Gif5443,NA,6220,310,FAUNA_FS,,1,NA,,,
In_Sakane_AZ54,ISKN_AZ54,MALI,OpenAir,20.6,-0.85,Gif5444,NA,6590,320,FAUNA_FS,,1,NA,,,
Izimane_Tinrhert,IIMTII,ALGERIA,OpenAir,28.73,6.9,Ly3083,NA,9810,250,CACO,,0,NA,,,
Izimane_Tinrhert,IIMTII,ALGERIA,OpenAir,28.73,6.9,Ly2643,NA,8060,140,SOIL,,0,NA,,,
Izimane_Tinrhert,IIMTII,ALGERIA,OpenAir,28.73,6.9,Ly2642,NA,6780,140,SOIL,,1,NA,,,
Kabbashi_Haitah,KBBH,SUDAN,OpenAir,15.88,32.58,T6654,NA(a),7470,90,MLC_FW,,1,NA,Caneva et al. 1993,,
Kabbashi_Haitah,KBBH,SUDAN,OpenAir,15.88,32.58,Rom259,NA(B),6630,90,MLC_FW,,1,NA,Caneva et al. 1993,,
Kadda,KDDKDD,ALGERIA,OpenAir,26.2,-0.88,I1645,NA,10100,200,CACO,,0,NA,,,
Kadda,KDDKDD,ALGERIA,OpenAir,26.2,-0.88,I1714,NA,6470,190,CACO,,1,NA,,,
Kharga_KS_241_LI_235,KHRGKS241,EGYPT,OpenAir,25.65,30.63,IFAO0579,ST.02,7413,40,OES,,1,NA,Dachy et al. 2018,,
Kharga_KS121_LA,KHRGKS121,EGYPT,OpenAir,25.65,30.63,IFAO0037,SURFACE,7111,54,OES,-3.8,1,NA,Dachy et al. 2018,,
Kharga_KS179_DI,KHRGKS179,EGYPT,OpenAir,25.65,30.63,IFAO0036,SURFACE,6971,54,OES,-3.6,1,NA,Dachy et al. 2018,,
Kharga_KS179_LD_58_1,KHRGKS179LD58,EGYPT,OpenAir,25.65,30.63,IFAO0499,SURFACE,8240,62,OES,,0,NA,Dachy et al. 2018,,
Kharga_KS179_LD55,KHRGKS179LD55,EGYPT,OpenAir,25.65,30.63,IFAO0551,HEARTH,7999,47,SOIL,-26.517,0,NA,Dachy et al. 2018,,
Kharga_KS192LB,KHRGKS192LB,EGYPT,OpenAir,25.65,30.63,IFAO0634,Hearthl15,9981,37,SOIL,-27.486,0,NA,Dachy et al. 2018,,
Kharga_KS192LB,KHRGKS192LB,EGYPT,OpenAir,25.65,30.63,IFAO0644,Hearthl15,9695,52,SOIL,-25.4,0,NA,Dachy et al. 2018,,
Kharga_KS192LB,KHRGKS192LB,EGYPT,OpenAir,25.65,30.63,IFAO0642,Hearthl15,9597,40,SOIL,-25.34,0,NA,Dachy et al. 2018,,
Kharga_KS192LB,KHRGKS192LB,EGYPT,OpenAir,25.65,30.63,IFAO0632,HearthI11,8957,32,SOIL,-27.216,0,NA,Dachy et al. 2018,,
Kharga_KS192LB,KHRGKS192LB,EGYPT,OpenAir,25.65,30.63,IFAO0633,HearthI11,8934,32,SOIL,-23.676,0,NA,Dachy et al. 2018,,
Kharga_KS43,KHRGKS43,EGYPT,OpenAir,25.65,30.63,IFAO0049,HEARTHSt.19,7460,83,CH,,1,NA,Dachy et al. 2018,,
Kharga_KS43,KHRGKS43,EGYPT,OpenAir,25.65,30.63,IFAO0559,HEARTHSt.134B,6053,52,CH,-25.117,1,NA,Dachy et al. 2018,,
Kharga_KS52,KHRGKS52,EGYPT,OpenAir,25.65,30.63,IFAO0572,HEARTHSt.07,6061,22,SOIL,-20.649,1,NA,Dachy et al. 2018,,
Kharga_KS52,KHRGKS52,EGYPT,OpenAir,25.65,30.63,IFAO0576,HEARTHSt.54,5978,45,SOIL,-16.483,1,NA,Dachy et al. 2018,,
Kharga_KS52,KHRGKS52,EGYPT,OpenAir,25.65,30.63,IFAO0560,HEARTHSt.47,5908,37,SOIL,-20.174,1,NA,Dachy et al. 2018,,
Kharga_KS52,KHRGKS52,EGYPT,OpenAir,25.65,30.63,IFAO_0165,HEARTHSt.111,5866,44,CH,-24.245,1,NA,Dachy et al. 2018,,
Kharga_ML1,KHRGML1,EGYPT,OpenAir,25.65,30.63,IFAO0500,SURFACE,7884,60,OES,,0,NA,Dachy et al. 2018,,
Kharga_ML1,KHRGML1,EGYPT,OpenAir,25.65,30.63,IFAO0038,SURFACE,7636,54,OES,-3.6,0,NA,Dachy et al. 2018,,
Kharga_ML1,KHRGML1,EGYPT,OpenAir,25.65,30.63,IFAO0039,SURFACE,7614,65,OES,-3.5,0,NA,Dachy et al. 2018,,
Konduga,KNDG,NIGERIA,OpenAir,11.79,13.42,KN4300,NA,6340,250,CH,,1,NA,Breunig Neumann & Van Neer 1996,,
Konduga,KNDG,NIGERIA,OpenAir,11.79,13.42,UTC2248,NA,6180,60,CH,,1,NA,Breunig Neumann & Van Neer 1996,,
Koro_Toro,KROTOR,CHAD,OpenAir,16.08,18.48,Gif1095,NA,9470,220,MLC_FW,,0,NA,,,
Largeau,LRGLER,CHAD,OpenAir,17.93,18.12,Gif1231,NA,7000,170,DIATOM,,1,NA,,,
Largeau,LRGLER,CHAD,OpenAir,17.93,18.12,Gif1232,NA,6650,210,DIATOM,,1,NA,,,
Les_Burins,LS BSS,ALGERIA,OpenAir,32.03,5.25,Gif2649,NA,6950,170,OES,,0,NA,,,
Madama,MDAMAD,NIGER,OpenAir,21.98,13.57,Hv9069,NA,10900,540,SOIL,,0,NA,,,
Manceron_I,MNCIIN,ALGERIA,OpenAir,31.92,6.28,Mc908,NA,6435,100,OES,,0,NA,,,
Mandi,MNDMNN,CHAD,GEO,13.42,14.67,44Gif,NA,9835,135,SOIL,,0,NA,,,
Mansurab,MNSMRN,SUDAN,GEO,15.38,32.67,SUA74,NA,7620,130,MLC_FW,,0,NA,,,
Mansurab_ouest,MNSMON,SUDAN,GEO,15.37,32.35,SUA72,NA,8400,150,MLC_FW,,0,NA,,,
Mansurab_ouest,MNSMON,SUDAN,GEO,15.37,32.35,SUA71,NA,7870,140,MLC_FW,,0,NA,,,
Mansurab_ouest,MNSMON,SUDAN,GEO,15.37,32.35,SUA73,NA,6990,100,MLC_FW,,0,NA,,,
Midauwara_05,MDAWR5,EGYPT,OpenAir,24.96,30.87,B246431,NA,8920,50,NA,,0,NA,,,
Midauwara_18,MDAWR18,EGYPT,OpenAir,24.96,30.87,B246429,NA,9030,60,NA,,0,NA,,,
Midauwara_43,MDAWR43,EGYPT,OpenAir,24.96,30.87,B246430,NA,8840,60,NA,,0,NA,,,
Mirghissa,MRGMSR,SUDAN,OpenAir,21.83,31.33,WSU190,NA,6430,200,CH,,0,NA,,,
Mudpans_83/39,MDPNS83/39,EGYPT,OpenAir,24.43,27.65,KN3742,NA,8260,100,CH,,0,NA,Kuper 1989,,
Mudpans_83/39,MDPNS83/39,EGYPT,OpenAir,24.43,27.65,KN3743,NA,8250,75,CH,,0,NA,Kuper 1989,,
Mudpans_83/39,MDPNS83/39,EGYPT,OpenAir,24.43,27.65,KN3401,NA,8150,100,CH,,0,NA,Kuper 1989,,
Mudpans_83/39,MDPNS83/39,EGYPT,OpenAir,24.43,27.65,KN3988,NA,7720,75,CH,,0,NA,Kuper 1989,,
Mudpans_83/39,MDPNS83/39,EGYPT,OpenAir,24.43,27.65,KN3987,NA,7390,75,CH,,0,NA,Kuper 1989,,
Mudpans_85/50-1,MDPNS85/50-1,EGYPT,OpenAir,24.43,27.65,KN3629,NA,7000,150,CH,,1,NA,Neumann 1989, Kuper 1993,
Mudpans_85/50-1,MDPNS85/50-1,EGYPT,OpenAir,24.43,27.65,KN3749,NA,6880,70,CH,,1,NA,Neumann 1989, Kuper 1993,
Mudpans_85/56,MDPNS85/56,EGYPT,OpenAir,24.43,27.65,KN3633,NA,7700,100,CH,,1,NA,Kuper 1993,,
Mudpans_85/56,MDPNS85/56,EGYPT,OpenAir,24.43,27.65,KN3723-A,NA,7660,80,CH,,1,NA,Kuper 1993,,
Mudpans_85/56,MDPNS85/56,EGYPT,OpenAir,24.43,27.65,KN3723,NA,7660,80,CH,,1,NA,Kuper 1993,,
Mudpans_85/56,MDPNS85/56,EGYPT,OpenAir,24.43,27.65,KN3693,NA,7660,70,OES,,1,NA,Kuper 1993,,
Mudpans_85/56,MDPNS85/56,EGYPT,OpenAir,24.43,27.65,KN3720,NA,7550,160,CH,,1,NA,Kuper 1993,,
Mudpans_85/56,MDPNS85/56,EGYPT,OpenAir,24.43,27.65,KN3634,NA,7550,75,CH,,1,NA,Kuper 1993,,
Mudpans_85/56,MDPNS85/56,EGYPT,OpenAir,24.43,27.65,KN3692,NA,7510,70,OES,,1,NA,Kuper 1993,,
Mudpans_85/56,MDPNS85/56,EGYPT,OpenAir,24.43,27.65,KN3722,NA,7500,100,CH,,1,NA,Kuper 1993,,
Mudpans_85/56,MDPNS85/56,EGYPT,OpenAir,24.43,27.65,KN3635,NA,7500,75,CH,,1,NA,Kuper 1993,,
Mudpans_85/56,MDPNS85/56,EGYPT,OpenAir,24.43,27.65,KN3721,NA,7370,170,CH,,1,NA,Kuper 1993,,
Murzuq_MT126,MRZMT1R,LIBYA,OpenAir,24.67,12.1,GX19828,NA,8445,160,CH,,1,NA,,,
Nabta_Playa_E06-1,E06-1,EGYPT,OpenAir,22.248,31.224,POZ19184,L8,9210,50,CH,,1,1,Jórdeczka et al. 2011,mu[L8]>mu[Dwell]>mu[L7]>mu[85CM]>mu[Hearth13],
Nabta_Playa_E06-1,E06-1,EGYPT,OpenAir,22.248,31.224,POZ19181,Dwell,9180,50,CH,,1,2,Jórdeczka et al. 2011,mu[L8]>mu[Dwell]>mu[L7]>mu[85CM]>mu[Hearth13],
Nabta_Playa_E06-1,E06-1,EGYPT,OpenAir,22.248,31.224,POZ19186,L7,9170,50,CH,,1,3,Jórdeczka et al. 2011,mu[L8]>mu[Dwell]>mu[L7]>mu[85CM]>mu[Hearth13],
Nabta_Playa_E06-1,E06-1,EGYPT,OpenAir,22.248,31.224,POZ19183,85CM,9020,140,CH,,1,4,Jórdeczka et al. 2011,mu[L8]>mu[Dwell]>mu[L7]>mu[85CM]>mu[Hearth13],
Nabta_Playa_E06-1,E06-1,EGYPT,OpenAir,22.248,31.224,POZ19182,Hearth13,8980,70,CH,,1,5,Jórdeczka et al. 2011,mu[L8]>mu[Dwell]>mu[L7]>mu[85CM]>mu[Hearth13],
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU200,TRENCH2/74_NNWFEATURE100,9360,70,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU257a,NA,8580,80,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,Gd6254,HutF1/90_HEARTH,8550,100,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU257,HORIZONA/BASINHOUSE,8290,80,OES,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU189,SURFACE,8200,110,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU255,PIT3,8130,60,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU199,FEATURE117,8120,100,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU219,FEATURE132,8120,80,SOIL,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,OxA3215,CUT1/90/FEATURE1/90,8095,100,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU252,PIT1,8080,90,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,OxA3214,CUT1/90(A),8080,100,SEEDS,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU253,PIT2/30-40CM,8070,90,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,OxA3222,CUT1/90/FEATURE2,8060,100,SEEDS,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,OxA3218,CUT1/90(C),8050,100,SEEDS,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU249,PIT2/30-40CM(B),8040,90,SEEDS,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,OxA3220,CUT1/90(D),8025,100,SEEDS,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,OxA3217,CUT1/90(E),8020,100,SEEDS,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU203,FEATURE132(D),8010,80,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,OxA3485,PIT75/5,7980,85,SEEDS,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,OxA3221,FEATURE1/91,7980,100,SEEDS,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU240,PIT1/40-45CM,7970,70,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,Oxa3216,FEATURE1/91HEARTH,7960,100,SEEDS,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,OxA3484,CUT1/90/FEATURE2,7950,90,SEEDS,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,OxA3219,FEATURE3/90,7950,100,SEEDS,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU208,FEATURE132(B),7930,40,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,Gd6258,FEATURE2/90STICK,7920,100,WOOD,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU189b,SURFACE,7910,100,OES,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,Gd6257,"Feature 1/90, Heart",7770,100,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-6,E75-6,EGYPT,OpenAir,22.5,30.75,SMU191,HUTF74/117,7710,70,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-8,E75-8,EGYPT,OpenAir,22.5,30.75,SMU491,BED2A,9130,550,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-8,E75-8,EGYPT,OpenAir,22.5,30.75,SMU472,BED7,8900,80,MLC_TER,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-8,E75-8,EGYPT,OpenAir,22.5,30.75,SMU242b,D30-40CM,7120,100,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-8,E75-8,EGYPT,OpenAir,22.5,30.75,SMU421,PIT3,6960,150,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-8,E75-8,EGYPT,OpenAir,22.5,30.75,SMU373,HEARTH3,6880,70,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-8,E75-8,EGYPT,OpenAir,22.5,30.75,SMU2505,HEARTH,6870,100,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-8,E75-8,EGYPT,OpenAir,22.5,30.75,SMU424,BED2,6690,80,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-8,E75-8,EGYPT,OpenAir,22.5,30.75,SMU352,DUNE30-40CM,6600,90,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-8,E75-8,EGYPT,OpenAir,22.5,30.75,SMU452,BED2(A),6570,70,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-8,E75-8,EGYPT,OpenAir,22.5,30.75,SMU487,BED2/AB18,6550,80,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-8,E75-8,EGYPT,OpenAir,22.5,30.75,SMU435,BED3A,6500,80,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-8,E75-8,EGYPT,OpenAir,22.5,30.75,SMU368,HEARTH2B,6500,90,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-8,E75-8,EGYPT,OpenAir,22.5,30.75,SMU2504,HEART10-20CM,6430,75,CH,,1,NA,Wendorf & Schild 2001,,
Nabta_Playa_E75-9,E75-9,EGYPT,OpenAir,22.5,30.75,SMU261,SURFACE,6700,50,NA,,1,NA,Wendorf & Schild 2001,,
Oum_el_Assel_MT25,OM MTSM,MALI,,23,-4.5,Gif6198,NA,6980,320,CH,,1,NA,,,
Ounianga,ONIONG,CHAD,OpenAir,19.06,20.49,Hv2892,NA,7460,165,CH,,1,NA,Courtin 1969,,
Ounianga_Kebir,ONIKKN,CHAD,OpenAir,19.06,20.49,Hv3802,NA,6700,120,SOIL,,1,NA,Arkell 1959,,
Ounjougou_Ravin_de_la_Mouche,ONJ_RDM,MALI,OpenAir,14.6333,-3.2333,ETH28746,HA2,9785,70,CH,,1,NA,Huysecom et al. 2009,,
Ounjougou_Ravin_de_la_Mouche,ONJ_RDM,MALI,OpenAir,14.6333,-3.2333,ETH31278,HA3,9610,70,CH,,1,NA,Huysecom et al. 2009,,
Ounjougou_Ravin_de_la_Mouche,ONJ_RDM,MALI,OpenAir,14.6333,-3.2333,ETH23540,HA3,9590,70,CH,,1,NA,Huysecom et al. 2009,,
Ounjougou_Ravin_de_la_Mouche,ONJ_RDM,MALI,OpenAir,14.6333,-3.2333,ETH28745,HA3,9515,70,CH,,1,NA,Huysecom et al. 2009,,
Ounjougou_Ravin_de_la_Mouche,ONJ_RDM,MALI,OpenAir,14.6333,-3.2333,ETH31279,HA2,9510,70,CH,,1,NA,Huysecom et al. 2009,,
Ounjougou_Ravin_de_la_Mouche,ONJ_RDM,MALI,OpenAir,14.6333,-3.2333,ETH27142,HA3,9500,75,CH,,1,NA,Huysecom et al. 2009,,
Ounjougou_Ravin_de_la_Mouche,ONJ_RDM,MALI,OpenAir,14.6333,-3.2333,ETH27143,HA3,9365,70,CH,,1,NA,Huysecom et al. 2009,,
Ounjougou_Ravin_de_la_Mouche,ONJ_RDM,MALI,OpenAir,14.6333,-3.2333,ETH27144,HA3,9150,70,CH,,1,NA,Huysecom et al. 2009,,
Ounjougou_Ravin_de_la_Mouche,ONJ_RDM,MALI,OpenAir,14.6333,-3.2333,ETH20214,HA4,8700,75,CH,,1,NA,Huysecom et al. 2009,,
Ounjougou_Ravin_de_la_Mouche,ONJ_RDM,MALI,OpenAir,14.6333,-3.2333,LY6804,HA4,8210,60,CH,,1,NA,Huysecom et al. 2009,,
Ounjougou_Ravin_de_la_Mouche,ONJ_RDM,MALI,OpenAir,14.6333,-3.2333,LY9339,HA4,8115,50,CH,,1,NA,Huysecom et al. 2009,,
Ounjougou_Ravin_de_la_Mouche,ONJ_RDM,MALI,OpenAir,14.6333,-3.2333,LY9335,HA4,8085,50,CH,,1,NA,Huysecom et al. 2009,,
Ounjougou_Ravin_de_la_Mouche,ONJ_RDM,MALI,OpenAir,14.6333,-3.2333,LY9334,HA4,8080,55,CH,,1,NA,Huysecom et al. 2009,,
Rabah,RBARBB,ALGERIA,OpenAir,34.43,5.13,ALG17,NA,7300,300,NA,,0,NA,,,
Rabah,RBARBB,ALGERIA,OpenAir,34.43,5.13,ALG59,NA,6725,155,NA,,0,NA,,,
Rabah_4,RBARHB,ALGERIA,OpenAir,34.43,5.13,Mc283,NA,9180,130,NA,,0,NA,,,
Rabah_II,RBAII_B,ALGERIA,OpenAir,34.43,5.13,ALG22,NA,7000,280,NA,,0,NA,,,
Rabah_II,RBAII_B,ALGERIA,OpenAir,34.43,5.13,ALG23,NA,6980,275,NA,,0,NA,,,
Rabah_III,RBAIIIIB,ALGERIA,OpenAir,34.43,5.13,Mc281,NA,7920,100,NA,,0,NA,,,
Rabah_In,RBAHI,ALGERIA,OpenAir,34.43,5.13,Gif1379,NA,7850,170,NA,,0,NA,,,
Rabah_V,RBAVH,ALGERIA,OpenAir,34.43,5.13,ALG46,NA,7270,165,NA,,0,NA,,,
